User,Date,Text,Reply,Repost,Like,View
@mazaya_imani3,2024-09-28-14:54:48,"Terima kasih Pak Jokowi, semoga legacy ini terus berlanjut untuk generasi mendatang.",0,0,0,8
@brayen43492916,2024-09-28-14:50:39,"Terima kasih, Presiden Jokowi, atas pengabdian yang luar biasa. Berbagai kebijakan dan pembangunan yang telah dilakukan telah membawa banyak perubahan positif bagi Indonesia.",0,0,0,7
@bedia_ecrinn,2024-09-28-14:48:57,"Jokowi telah membuat perbedaan nyata dalam kehidupan rakyat, terima kasih atas semua upayanya.",0,0,0,7
@Inocantiksekali,2024-09-28-14:47:53,"Kerja nyata 10 tahun terakhir masa kepemimpinan Presiden Joko Widodo mendapatkan pengakuan dan apresiasi dari berbagai penjuru negeri. Terima kasih Pak Jokowi, atas komitmennya dalam memeratakan kesejahteraan bangsa Indonesia. #TerimaKasihPakJokowi #KerjaNyataJokowi #Jokowi",0,0,0,8
@caknur1414,2024-09-28-14:33:25,"Warga Indonesia katakan.. Terima kasih pak  #JudolCelaka 

TANGKAPROYSURYO
Tukang Hoax#SukseskanGPMandalika",0,8,10,154
@Arosbayaoke,2024-09-28-14:30:37,Terima Kasih Gus Menteri atas segala Dedikasinya selama ini. Barokah selalu menyertai anda.     ,0,0,1,10
@MaryDunn249678,2024-09-28-14:27:19,"Transisi kepemimpinan bukanlah akhir, melainkan awal baru. Terima kasih Jokowi atas dedikasi dan selamat datang Prabowo untuk melanjutkan perjuangan bangsa!  #HarmoniBangsa",0,0,0,9
@caknur1414,2024-09-28-14:22:16,"Sepatah kata untuk pak  Terima Kasih Pak.. #JudolCelaka 

TANGKAPROYSURYO
Tukang Hoax#SukseskanGPMandalika",0,7,9,88
@caknur1414,2024-09-28-14:20:06,"Terima Kasih Pak  atas VISI dan AKSI untuk Indonesia#JudolCelaka 

TANGKAPROYSURYO
Tukang Hoax#SukseskanGPMandalika",1,9,9,382
@rikywolf444,2024-09-28-14:15:41,"Kerja nyata 10 tahun terakhir masa kepemimpinan Presiden Joko Widodo mendapatkan pengakuan dan apresiasi dari berbagai penjuru negeri. Terima kasih Pak Jokowi, atas komitmennya dalam memeratakan kesejahteraan bangsa Indonesia.#TerimaKasihPakJokowi #KerjaNyataJokowi",0,0,1,8
@caknur1414,2024-09-28-14:07:26,"Terima kasih pak  atas pengabdiannya selama ini #JudolCelaka 

TANGKAPROYSURYO
Tukang Hoax#SukseskanGPMandalika",0,7,9,114
@PesonaNegeriku2,2024-09-28-13:59:22,Ucapan Terima Kasih Ketua Asosiasi Nusantara UMKM Kabupaten Sorong Terhadap 10 Tahun Pemerintahan Presiden Jokowi,0,0,0,13
@bRoNd0N9,2024-09-28-13:54:38,"Terima kasih pak jokowi, kami akhirnya bisa.menikmati jalan yg bagus, walau ga sebagus di kajarta tp sangat lebih baik kami nikmati....",0,0,0,6
@Polsek_Kampit,2024-09-28-13:34:51,Perkenalkan nama saya Jusan Kepala desa Kurnia jaya dalam hal ini sayang ingin mengucapkan kepada Bapak Presiden Jokowi terima kasih atas telah berakhirnya pemerintahan pak Jokowi namun di dalam pelaksanaan pembangunan di pemerintahan pak Jokowi selama 2 periode sangat membangun,0,0,1,14
@DANAUBERITA,2024-09-28-13:25:37,"Kerja nyata 10 tahun terakhir masa kepemimpinan Presiden Joko Widodo mendapatkan pengakuan dan apresiasi dari berbagai penjuru negeri. Terima kasih Pak Jokowi, atas komitmennya #TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata #IndonesiaMaju",1,0,0,8
@HarcumTj,2024-09-28-13:24:08,10 tahun yang penuh kerja nyata untuk kesejahteraan bangsa. Terima kasih Pak Jokowi! #TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata #IndonesiaMaju,0,0,0,7
@GraciaZaza,2024-09-28-13:16:01,"Terima kasih Pak Jokowi, atas komitmennya dalam memeratakan kesejahteraan bangsa Indonesia. #TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata #IndonesiaMaju",0,0,0,3
@kompascom,2024-09-28-13:11:07,Momen Putra-Putri Awak KRI Nanggala 402 Ucapkan Terima Kasih ke Jokowi,1,1,5,2044
@Monikanihil,2024-09-28-13:09:31,"Infrastruktur pertanian makin oke, pangan terjaga, Indonesia makin kuat! Terima kasih Jokowi! #IndonesiaMaju #PembangunanInfrastruktur #KaryaNyata",0,0,0,3
@bille3299,2024-09-28-13:08:52,"Kerja nyata 10 tahun terakhir masa kepemimpinan Presiden Joko Widodo mendapatkan pengakuan dan apresiasi dari berbagai penjuru negeri. Terima kasih Pak Jokowi, atas komitmennya dalam memeratakan kesejahteraan bangsa Indonesia.#KerjaNyataJokowi #KaryaNyata #IndonesiaMaju",0,0,0,4
@jordi_danny,2024-09-28-12:58:35,"Terima kasih Pak Jokowi, Kalimantan Tengah menjadi lebih baik",0,0,1,7
@BeltimSi,2024-09-28-12:54:25,"kepada presiden yang baru dan terima kasih kepada pak Jokowi yang telah melaksanakan pemerintahan selama 2 periode kemarin, saya akhiri apabila assalamualaikum wr. wb

@listyosigitprabowo.polri
@humas_poldakep.babel
@spripimpoldababel
@humasresbeltim
@divisihumaspolri",1,0,4,13
@BeltimSi,2024-09-28-12:54:20,Perkenalkan nama saya Jusan Kepala desa Kurnia jaya dalam hal ini sayang ingin mengucapkan kepada Bapak Presiden Jokowi terima kasih atas telah berakhirnya pemerintahan pak Jokowi namun di dalam pelaksanaan pembangunan di pemerintahan pak Jokowi selama 2 periode,1,0,4,24
@Doni_Nnn,2024-09-28-12:35:07,"Km mah happy, lewat tol, nonton konser di JIS ( terima kasih pak Anis ), Jokowi menang, Prabowo menang, PKS dukung Ridwan, pokoknya full happy nya ..",1,0,1,50
@t_dharmawandi,2024-09-28-11:47:03,Ya memang pengikutnya pa jokowi yang ga paham. Terima kasih telah menyadarkan pengikutnya,0,0,0,30
@medan_fakta,2024-09-28-11:42:57,Terima kasih Pak Jokowi,0,0,0,18
@CabiReina,2024-09-28-11:26:10,"Kerja nyata 10 tahun terakhir masa kepemimpinan Presiden Joko Widodo mendapatkan pengakuan dan apresiasi dari berbagai penjuru negeri. Terima kasih Pak Jokowi, atas komitmennya dalam memeratakan kesejahteraan bangsa Indonesia.",0,0,0,13
@IrminaReika,2024-09-28-10:39:33,Terima kasih Pak Jokowi yg sudah membangun bangsa dan Pak Prabowo semoga semakin maju,0,0,0,10
@Penjelajah01,2024-09-28-10:39:26,"Pak  pamit... Terima Kasih Pak  #JudolCelaka 

kompaktangguh prabowojkw#아니죠아니죠_쩡쩡이생일이죠samsung tab s10 #ジョンウずっと一緒にいよう20歳もこれからも",0,7,10,63
@TeddyWoga,2024-09-28-10:30:30,"Mr Jokowi seorang presiden yang luar biasa.
Rasa cinta tulus dari masyarakat yang tau membalas budi dan syukur juga terima kasih kepada beliau adalah hal lumrah.",0,0,1,193
@Penjelajah01,2024-09-28-10:26:01,"Terima kasih atas Visi dan Aksi pak  #JudolCelaka 

kompaktangguh prabowojkw#아니죠아니죠_쩡쩡이생일이죠samsung tab s10 #ジョンウずっと一緒にいよう20歳もこれからも",0,7,10,76
@Penjelajah01,2024-09-28-10:19:57,"Terima Kasih Pak  atas VISI dan AKSI untuk Indonesia#JudolCelaka 

kompaktangguh prabowojkw#아니죠아니죠_쩡쩡이생일이죠samsung tab s10",0,8,9,141
@nxflzy,2024-09-28-10:16:32,"Terima kasih pak jokowi atas kritiknya, semoga keresahannya didengar oleh presiden ",0,0,0,63
@DintarSyahdu,2024-09-28-10:05:23,"Ucapan terima kasih dr Masyarakat Papua Dr. Martha Pigome, S.H., M.Hum (Pj Bupati Kabupaten Paniai) kepada Presiden Jokowi yang telah membawa perubahan di Papua dalam segala aspek, baik pembangunan, pendidikan, serta kesehatan selama 1 Dekade masa kepemimpinan #jokowi #papua",0,0,1,38
@DintarSyahdu,2024-09-28-09:56:32,Ucapan terima kasih dr Masyarakat Papua Alex Silo Sukarno Doga (Kepala Suku Besar Pegunungan) kepada Presiden Jokowi yang telah membawa perubahan di Papua terkhusus dalam pembangunan infrastruktur selama 1 Dekade masa kepemimpinan #papua #prabowo #indonesia #presiden,0,0,1,41
@DintarSyahdu,2024-09-28-09:52:01,"Ucapan terima kasih dr Masyarakat Papua Yohanes Yance Boyou (Ketua Lemasko) kepada Presiden Jokowi yang telah membawa perubahan di Papua selama 1 Dekade masa kepemimpinan, dan harapan kepada presiden terpilih #Jokowi #papua #prabowo #indonesia #presiden",0,0,1,33
@DintarSyahdu,2024-09-28-09:48:14,"Ucapan terima kasih dr Masyarakat Papua Matius Fonataba (Tokoh Pemuda Saireri Kabupaten Mimika) kepada Presiden Jokowi yang telah membawa perubahan di Papua terkhusus dalam pembangunan selama 1 Dekade masa kepemimpinan, dan harapan kepada presiden terpilih #Jokowi #papua #prabowo",0,0,0,36
@JokoBangun7,2024-09-28-09:43:05,"Terima kasih pak jokowi, bengkel saya sdh bagus..",0,0,0,97
@dekade_08,2024-09-28-09:02:25,"Terima kasih, Pak Jokowi, atas dedikasi, keringat, dan kerja keras yang tak kenal lelah. Di bawah kepemimpinanmu, kami menyaksikan mimpi-mimpi besar Indonesia yang mulai terwujud.#Jokowi #TerimaKasihJokowi #UntukIndonesia #Dekade08 #MendingPrabowo #terusmajubersamaprabowo",0,5,7,117
@BANGSAygSUJUD,2024-09-28-08:21:45,"Terima kasih telah menjaga bapak  dg baik 

Pengabdian mu diukir oleh langit, mayor Tedy Terima kasih Tuhan telah Engkau kirim sosok terbaik yg memimpin kami di saat dunia sedang tidak baik-baik saja, Presiden  dan Presiden terpilih Prabowo",49,45,217,32961
@rikywolf444,2024-09-28-08:19:46,"Dwiputra Mone Mangngi (Entrepreneur / Content Creator) mengucapkan terima kasih kepada Presiden Jokowi atas dedikasi dan kerja keras selama 10 tahun membangun Indonesia, terkhususnya Indonesia Timur terutama pada sektor parawisata dan ekonomi kreatif di NTT.",0,0,1,24
@WMotret77701,2024-09-28-07:36:52,"Dalam 10 tahun, UMKM bangkit dan berkembang, menjadi pilar ekonomi kita. Terima kasih, Pak , atas dukungan bagi para pelaku usaha kecil yang kini lebih kuat dan mandiri.  #TerimaKasihPakJokowi #Jokowihebat #JokowiMembangunNegeri #IndonesiaMaju #KerjaNyata.",0,0,2,12
@questionbreak_,2024-09-28-07:18:43,Terima kasih dari tokoh adat se-Indonesia kepada Presiden Jokowi atas pengabdiannya selama satu dekade demi kesejahteraan rakyat#TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata#IndonesiaMaju,0,0,0,7
@Beritasatu,2024-09-28-05:08:12,"Dear Pak Jokowi, Terima Kasih Telah Bangun Jalan dan Jembatan Sepanjang Ini Selama 10 Tahun  #beritasatu #news #berita",1,1,3,874
@izharishaksa,2024-09-28-00:41:32,"Terima kasih Presiden Jokowi dan jajarannya, semoga semakin baik dilanjutkan oleh Presiden Prabowo.HILIRISASI: MENGGENGGAM (LOGAM) MULIA 

Oleh: Fahri Hamzah 

Sa y a b e r s y u k u r s e k a l i b i s a menyaksikan tiga peristiwa penting di a w a l p e k a n i n i . S a y a d i a j a k menyaksikan peresmian tiga smelter di tiga tempat yang melambangkan tiga jenis pulau yang",0,0,0,30
@Cakra_Dhafi,2024-09-27-23:39:11,Terima kasih Pak Jokowi ,0,0,0,24
@hariqosatria,2024-09-27-23:03:08,Terima kasih Presiden Jokowi #terimakasihjokowi  #terimakasihpresidenjokowi,93,50,233,10620
@HarcumTj,2024-09-27-22:44:34,"Terima kasih Pak Jokowi, pembangunan Jalan Inpres bantu percepat pertumbuhan daerah! #IndonesiaEmas #TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata #Jalan #InfrastrukturJokowi #JalanInpres",0,0,0,5
@HarcumTj,2024-09-27-22:05:43,"Kepemimpinan yang mendengarkan rakyat dan agama, terima kasih Pak Jokowi! #TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata #IndonesiaMaju",0,0,0,8
@kiebond,2024-09-27-21:49:17,Oh berarti wapres termasuk yang menggantungkan hidupnya pd orang lain. Terima kasih akhirnya saya faham,1,0,1,12
@jackjhondoe,2024-09-27-21:47:01,"kalo membandingkan hutang bersyarat ketat dengan hutang lainnya ..bukan soal $9 M tapi syarat nya ..! 
Gak seneng banget loe Nerima kenyataan kalo  berhasil melunasi hutang IMF , ya udah sih syukurin aja ,bilang ke terima kasih ",1,0,0,11
@agustianalief03,2024-09-27-21:05:14,Kami bersukacita mengucapkan terima kasih atas ketulusan kinerja dari Bapak Jokowi yang telah berhasil membangun berbagai sarpras maupun infrastruktur di Indonesia. #TerimakasihPakJokowi#JokowiHebat,0,0,0,11
@liamcomequeto,2024-09-27-19:48:11,"Wah, semangat banget nih buat olahraga basket di Indonesia. Terima kasih FIBA!",0,0,0,8
@iksanjumardi,2024-09-27-19:14:03,Pujian dan rasa terima kasih dari masyarakat untuk Bapak presiden #jokowi,0,0,0,8
@iksanjumardi,2024-09-27-19:11:56,"Terima Kasih Pak dari Drs. KH. Wirta Amin Assalaf,  (Ketua FKDM Jakarta Utara) #jokowi",0,0,0,8
@thanzhunk,2024-09-27-19:04:34,"10 tahun penuh kerja nyata untuk rakyat, terima kasih Pak Jokowi! #TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata #IndonesiaMaju",0,0,0,5
@thanzhunk,2024-09-27-19:02:11,"Infrastruktur kuat, ekonomi daerah makin tumbuh! Terima kasih, Pak Jokowi! #IndonesiaEmas #TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata #Jalan #InfrastrukturJokowi #JalanInpres",0,0,0,5
@thanzhunk,2024-09-27-18:56:51,"Dari mentah ke bernilai tinggi, terima kasih Jokowi atas smelter! #TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata",0,0,0,6
@thanzhunk,2024-09-27-18:52:31,"Kepemimpinan yang tulus dan berorientasi pada rakyat, terima kasih Pak Jokowi! #TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata #IndonesiaMaju",0,0,0,7
@nurkholiskhozin,2024-09-27-18:15:17,"Kamu tdk mengerti bagai mana imbas dari covid-19, bangak negara yg ambruk dan indonesia Alhamdulillah aman, sekarang lagi genjar membanbun perusahaan utk penyerapan tenaga kerja terima kasih Pak Jokowi, sekarang banyak orang 
sakit hati. Selamat bagi barisan sakit hati.",1,0,0,60
@Negaramowototo,2024-09-27-18:02:34,"Terima kasih Presiden Jokowi atas dedikasi luar biasa selama dua periode, dan selamat kepada Prabowo Subianto sebagai pemimpin Indonesia 2024-2029.#TerimaKasihPakJokowi #PresidenJokowi #Gibran #GibranRakaBumingRaka #Kaesang #JagaIndonesia #Indonesia2045",0,0,0,33
@suradiparlan5,2024-09-27-17:59:47,"Salah satu Presiden terbaik didunia, Presiden yang mencintai dan dicintai rakyatnya sampai kapanpun,terima kasih pa Jokowi jasamu selalu dikenang",0,0,0,59
@RachelAmber55,2024-09-27-16:48:31,Terima Kasih Presiden Jokowi Dodo atas Perhatian dan Komitmennya Dalam Pembangunan Di Provinsi Aceh#TerimaKasihPakJokowi #PresidenJokowi #Jokowi  #JagaIndonesia #Indonesia2045,0,0,0,13
@putra7776378419,2024-09-27-16:26:02,"Terima kasih Presiden Jokowi atas dedikasi luar biasa selama dua periode, dan selamat kepada Prabowo Subianto sebagai pemimpin Indonesia 2024-2029.#TerimaKasihPakJokowi #PresidenJokowi #Jokowi #Gibran #GibranRakaBuming #GibranRakaBumingRaka #Kaesang #KaesangPangarep",0,0,0,57
@Boc0raluss,2024-09-27-16:14:55,"Para tokoh adat dari berbagai wilayah Indonesia menyampaikan terima kasih kepada Presiden Jokowi atas 10 tahun masa kepemimpinannya.. 
KompakTANGGUH PRABOWOJKW#TerimaKasihPakJokowi #KerjaNyataJokowi",0,0,0,96
@Boc0raluss,2024-09-27-15:49:34,"Para tokoh adat dari berbagai wilayah Indonesia menyampaikan terima kasih kepada Presiden Jokowi atas 10 tahun masa kepemimpinannya yang didedikasikan penuh untuk rakyat.
KompakTANGGUH PRABOWOJKW#TerimaKasihPakJokowi #KerjaNyataJokowi",0,0,0,39
@tatapratiwi_1,2024-09-27-15:45:17,Para tokoh agama menyampaikan ucapan terima kasih dan apresiasi kepada Presiden Jokowi karena hasil kinerjanya memberikan manfaat yang luar biasa.#TerimaKasihPakJokowi #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata #IndonesiaMaju,0,0,0,26
@satriakos,2024-09-27-15:37:27,Pak Jokowi terima kasih atas pelayananmu,0,0,1,70
@SatuNusantara3,2024-09-27-15:14:56,Terima kasih Pak Jokowi atas 1 Dekade memimpin Indonesia #KerjaNyata,0,0,0,5
