User,Date,post_text,quotedPost_text,Reply_count,Repost_count,Like_count,View_count
@rei1_f,2024-12-29-18:37:22,> ack!,Kenapa bang? Ada niat ngebom? @DivHumas_Polri @CCICPolri,0,1,2,961
@rei1_f,2024-12-28-21:36:40,"Just use aws or gcp duh, they offer free credits for a newly created acc in which you can spend it on a vps with great specs.",,0,0,0,53
@rei1_f,2024-12-23-17:19:51,"x.com/AdrianneCurry/
… …",,0,0,0,118
@rei1_f,2024-12-22-15:11:16,Do you ship to Indonesia? 🥰,,0,0,0,50
@rei1_f,2024-12-22-11:16:47,How's the weather in Sukabumi my fellow sundanese?,"They hate us.

They despise our values.

They kill us.

And our children.

We have to stand up.

With perseverance and vigor,

No more. 

Never again.

This is our land, our freedom, our life.

And we’ll defend it and never surrender. 

Join me and we’ll win. 

We will win!",0,0,0,111
@rei1_f,2024-12-16-18:46:53,Kill feral hogs. Behead feral hogs. Roundhouse kick a feral hog into the concrete. Slam dunk a feral hog piglet into the trashcan. Crucify filthy hogs. Defecate in a feral hog’s feed trough. Launch feral hogs into orbit. Stir fry feral hogs in a wok.,,0,0,0,118
@rei1_f,2024-12-08-17:12:31,Agus buntung,,0,0,0,120
@rei1_f,2024-12-06-08:52:14,Gak jadi extend bang?,,0,0,0,51
@rei1_f,2024-11-30-18:52:26,Rill,,0,0,0,81
@rei1_f,2024-11-29-16:38:54,"Bawa boneka aja bang, mayan ada yang nemenin",,0,0,0,39
@rei1_f,2024-11-20-06:42:27,Ajak baku hantam aja OP,,0,0,0,89
@rei1_f,2024-11-17-19:43:06,Blok aja mas,,0,0,0,44
@rei1_f,2024-10-21-14:12:39,"Same energy, they sure became the thing they hate the most. Don't they?",,0,0,3,147
@rei1_f,2024-10-20-19:13:57,"Bjir, resign bang",,1,0,0,96
@rei1_f,2024-05-09-01:08:35,"@ID_MyRepublic@ID_MyRepublic  Tiap hari packet loss terutama pada malam hari, hal ini sudah berlangsung sejak tahun 2023. Kapan dibenahi?",,1,0,0,105
@rei1_f,2023-07-20-21:00:10,"@MyRepublicID@MyRepublicID  Internet mu hebat, mengajarkanku rasa untuk bersabar 😇",,0,0,0,73
@rei1_f,2023-07-12-23:40:47,"@MyRepublicID@MyRepublicID  Halo, ini kenapa setiap malam internet suka tidak stabil ya? Niat rekreasi dapetnya emosi",,0,0,0,87
